Date,Open,High,Low,Close,Adj Close,Volume
2010-09-09,102.500000,102.500000,101.139999,101.320000,85.254066,26500
2010-09-10,101.680000,101.860001,101.300003,101.779999,85.641136,8600
2010-09-13,102.959999,103.139999,102.500000,103.059998,86.718170,33700
2010-09-14,102.839996,103.480003,102.379997,103.040001,86.701355,59400
2010-09-15,102.620003,103.379997,102.400002,103.300003,86.920120,9200
2010-09-16,103.019997,103.320000,102.699997,103.260002,86.886452,59500
2010-09-17,103.879997,103.879997,103.019997,103.360001,86.970604,49300
2010-09-20,103.739998,105.040001,103.459999,105.040001,88.384216,19000
2010-09-21,105.019997,105.440002,104.279999,104.720001,88.114967,19200
2010-09-22,104.559998,105.040001,103.959999,104.160004,87.643745,18100
2010-09-23,103.320000,104.339996,103.120003,103.300003,86.920120,33300
2010-09-24,103.940002,104.900002,103.860001,104.839996,88.695030,24100
2010-09-27,104.980003,104.980003,104.339996,104.339996,88.272018,15000
2010-09-28,104.320000,105.019997,103.419998,105.019997,88.847282,49800
2010-09-29,104.580002,104.919998,104.220001,104.519997,88.424294,15900
2010-09-30,105.199997,105.680000,103.959999,104.360001,88.288948,44700
2010-10-01,105.080002,105.160004,104.160004,104.720001,88.593498,17100
2010-10-04,105.260002,105.260002,103.500000,103.839996,87.849022,88700
2010-10-05,105.019997,106.199997,104.820000,106.120003,89.777916,19800
2010-10-06,106.120003,106.279999,105.620003,105.940002,89.625648,276900
2010-10-07,106.500000,106.500000,105.320000,105.879997,89.574867,49900
2010-10-08,106.019997,106.739998,105.660004,106.680000,90.251656,61500
2010-10-11,106.720001,106.839996,106.279999,106.500000,90.099373,14200
2010-10-12,106.379997,107.239998,105.739998,107.120003,90.623932,42000
2010-10-13,107.580002,108.279999,107.239998,107.760002,91.165344,74400
2010-10-14,107.699997,107.820000,106.800003,107.360001,90.826950,19100
2010-10-15,108.040001,108.080002,106.720001,107.559998,90.996147,54900
2010-10-18,107.620003,108.440002,107.440002,108.339996,91.656029,22800
2010-10-19,107.139999,107.680000,106.019997,106.620003,90.200920,38500
2010-10-20,106.940002,108.160004,106.940002,107.760002,91.165344,22800
2010-10-21,108.260002,108.760002,107.300003,107.919998,91.300735,29400
2010-10-22,108.160004,108.199997,107.940002,108.180000,91.520660,24800
2010-10-25,109.019997,109.279999,108.459999,108.500000,91.791420,29600
2010-10-26,107.919998,108.559998,107.879997,108.480003,91.774490,15000
2010-10-27,107.739998,108.220001,107.220001,108.139999,91.486870,17100
2010-10-28,108.760002,108.820000,107.760002,108.220001,91.554512,19200
2010-10-29,108.099998,108.419998,108.000000,108.300003,91.622185,13400
2010-11-01,108.919998,109.419998,107.760002,108.360001,91.672958,51500
2010-11-02,109.220001,109.419998,108.860001,109.199997,92.383606,26100
2010-11-03,109.419998,109.660004,108.320000,109.660004,92.772743,31800
2010-11-04,110.900002,111.800003,110.739998,111.720001,94.515511,49000
2010-11-05,111.900002,112.300003,111.680000,112.160004,94.887779,48300
2010-11-08,111.879997,112.080002,111.500000,112.019997,94.769310,43400
2010-11-09,112.180000,112.300003,110.800003,111.139999,94.024879,35700
2010-11-10,111.160004,111.599998,110.320000,111.559998,94.380165,28200
2010-11-11,110.680000,111.279999,110.419998,111.199997,94.075615,24000
2010-11-12,110.400002,110.860001,109.379997,109.820000,92.908127,39400
2010-11-15,110.300003,110.519997,109.639999,109.720001,92.823532,202700
2010-11-16,109.019997,109.019997,107.480003,107.959999,91.334564,32800
2010-11-17,108.059998,108.459999,107.779999,108.040001,91.402222,42400
2010-11-18,109.080002,109.919998,109.080002,109.639999,92.755836,26100
2010-11-19,109.500000,109.940002,109.040001,109.900002,92.975807,20200
2010-11-22,109.419998,109.800003,108.580002,109.800003,92.891205,25300
2010-11-23,108.559998,108.639999,107.919998,108.260002,91.588364,142400
2010-11-24,108.940002,109.779999,108.940002,109.660004,92.772743,30100
2010-11-26,108.959999,109.400002,108.820000,109.040001,92.248253,32600
2010-11-29,108.360001,109.160004,107.660004,108.940002,92.163628,46000
2010-11-30,107.959999,108.860001,107.820000,108.180000,91.520660,91900
2010-12-01,109.919998,110.739998,109.879997,110.620003,93.584923,33300
2010-12-02,110.739998,112.099998,110.739998,112.059998,94.803169,60600
2010-12-03,111.660004,112.459999,111.639999,112.339996,95.040047,184100
2010-12-06,112.160004,112.419998,112.000000,112.199997,94.921600,64100
2010-12-07,113.339996,113.379997,112.199997,112.239998,94.955444,109000
2010-12-08,112.400002,112.739998,111.959999,112.699997,95.344612,69000
2010-12-09,113.339996,113.339996,112.660004,113.120003,95.699936,54800
2010-12-10,113.480003,113.879997,113.220001,113.800003,96.275215,73900
2010-12-13,114.320000,114.440002,113.820000,113.860001,96.325981,77000
2010-12-14,114.120003,114.360001,113.660004,113.919998,96.376732,59600
2010-12-15,113.739998,114.199997,113.239998,113.419998,95.953728,43600
2010-12-16,113.559998,114.160004,113.120003,114.080002,96.512108,60600
2010-12-17,114.000000,114.339996,113.820000,114.239998,96.647453,59100
2010-12-20,114.580002,114.739998,113.959999,114.480003,96.850487,72600
2010-12-21,114.860001,115.300003,114.779999,115.180000,97.442711,76200
2010-12-22,115.339996,115.599998,115.239998,115.599998,97.798027,108200
2010-12-23,115.440002,115.519997,115.160004,115.419998,97.645721,57400
2010-12-27,114.459999,115.019997,114.400002,114.980003,97.718849,71800
2010-12-28,115.220001,115.220001,114.800003,115.099998,97.820816,56600
2010-12-29,115.320000,115.440002,115.199997,115.199997,97.905792,53600
2010-12-30,115.120003,115.260002,114.879997,115.019997,97.752808,78900
2010-12-31,114.860001,115.139999,114.680000,115.139999,97.854805,145700
2011-01-03,115.940002,116.660004,115.900002,116.220001,98.772690,119200
2011-01-04,116.559998,116.559998,115.500000,116.120003,98.687691,108300
2011-01-05,115.860001,116.800003,115.720001,116.739998,99.214584,717700
2011-01-06,116.839996,116.919998,116.220001,116.540001,99.044624,72400
2011-01-07,116.699997,116.860001,115.480003,116.300003,98.840683,82200
2011-01-10,115.879997,116.279999,115.480003,116.199997,98.755661,124500
2011-01-11,116.660004,116.839996,116.120003,116.580002,99.078636,131700
2011-01-12,117.320000,117.720001,117.099998,117.620003,99.962517,107300
2011-01-13,117.680000,117.739998,117.160004,117.459999,99.826523,96000
2011-01-14,117.300003,118.339996,117.260002,118.300003,100.540428,193400
2011-01-18,118.260002,118.580002,118.040001,118.500000,100.710396,194900
2011-01-19,118.440002,118.500000,117.019997,117.320000,99.707527,111900
2011-01-20,117.080002,117.379997,116.320000,117.180000,99.588570,103400
2011-01-21,117.900002,118.139999,117.320000,117.440002,99.809502,117900
2011-01-24,117.400002,118.199997,117.379997,118.160004,100.421432,455900
2011-01-25,117.800003,118.199997,117.199997,118.120003,100.387459,226500
2011-01-26,118.440002,118.940002,118.239998,118.739998,100.914352,109200
2011-01-27,118.680000,119.099998,118.480003,118.900002,101.050369,297200
2011-01-28,119.080002,119.220001,116.680000,116.800003,99.265610,891400
2011-01-31,117.220001,117.800003,116.940002,117.699997,100.030487,140500
2011-02-01,118.480003,119.779999,118.379997,119.540001,101.594261,147400
2011-02-02,119.239998,119.660004,119.239998,119.339996,101.424286,91000
2011-02-03,119.199997,119.800003,118.500000,119.639999,101.679245,72200
2011-02-04,119.699997,120.019997,119.139999,119.959999,101.951233,97000
2011-02-07,120.300003,121.120003,120.260002,120.720001,102.597107,118000
2011-02-08,120.879997,121.300003,120.599998,121.279999,103.073029,153500
2011-02-09,120.980003,121.279999,120.459999,120.980003,102.818085,139600
2011-02-10,120.400002,121.160004,120.160004,121.019997,102.852089,125200
2011-02-11,120.599998,121.919998,120.559998,121.779999,103.497993,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,103.752945,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,103.379013,82100
2011-02-16,122.099998,122.599998,121.980003,122.419998,104.041908,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,104.432854,158200
2011-02-18,122.959999,123.220001,122.680000,123.080002,104.602837,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,102.461136,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,101.883232,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,101.781258,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,102.886086,106300
2011-02-28,121.540001,121.940002,121.160004,121.779999,103.497993,208300
2011-03-01,122.279999,122.300003,119.699997,119.699997,101.730247,235300
2011-03-02,119.620003,120.559998,119.500000,120.040001,102.019180,176300
2011-03-03,121.080002,122.239998,121.080002,122.099998,103.769951,136400
2011-03-04,122.059998,122.059998,120.400002,121.199997,103.005051,168200
2011-03-07,121.599998,121.739998,119.599998,120.139999,102.104195,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,103.056053,106300
2011-03-09,121.059998,121.379997,120.500000,121.120003,102.937073,116400
2011-03-10,119.879997,119.879997,118.760002,118.900002,101.050369,267800
2011-03-11,118.400002,120.139999,118.400002,119.699997,101.730247,134300
2011-03-14,118.959999,119.260002,118.059998,119.000000,101.135353,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,100.013489,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,98.109772,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,99.333595,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,99.758553,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,101.271294,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,100.914352,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,101.237305,204100
2011-03-24,119.820000,120.379997,119.199997,120.239998,102.189178,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,102.493095,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,102.271141,166100
2011-03-29,119.699997,120.620003,119.300003,120.580002,102.937012,110900
2011-03-30,121.239998,121.739998,121.120003,121.400002,103.637024,105500
2011-03-31,121.300003,121.559998,121.099998,121.239998,103.500412,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,103.978485,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,104.029716,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,104.029716,204900
2011-04-06,122.480003,122.500000,121.779999,122.220001,104.337036,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,104.149231,107100
2011-04-08,122.500000,122.519997,121.019997,121.540001,103.756546,86800
2011-04-11,121.680000,122.019997,120.919998,121.120003,103.398003,139600
2011-04-12,120.500000,120.599998,119.800003,120.239998,102.646767,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,102.680908,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,102.697983,78400
2011-04-15,120.500000,121.040001,120.220001,120.720001,103.056526,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,101.929695,151600
2011-04-19,119.620003,120.139999,119.320000,120.139999,102.561378,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,103.944336,173200
2011-04-21,122.379997,122.379997,121.940002,122.300003,104.405342,197800
2011-04-25,122.320000,122.400002,121.820000,122.180000,104.302917,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,105.207802,85000
2011-04-27,123.559998,124.239998,123.000000,124.040001,105.890747,72800
2011-04-28,123.900002,124.599998,123.860001,124.440002,106.232231,66000
2011-04-29,124.500000,124.879997,124.419998,124.800003,106.539574,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,106.300507,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,105.959045,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,105.241943,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,104.319984,98900
2011-05-06,123.480003,124.000000,122.279999,122.779999,104.815117,138500
2011-05-09,122.800003,123.580002,122.580002,123.279999,105.241943,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,106.112724,175500
2011-05-11,124.120003,124.120003,122.419998,122.980003,104.985832,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,105.549294,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,104.627304,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,103.978485,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,103.961418,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,104.934616,70500
2011-05-19,123.339996,123.459999,122.639999,123.080002,105.071243,266600
2011-05-20,122.860001,123.000000,122.000000,122.260002,104.371201,95400
2011-05-23,120.699997,121.160004,120.400002,120.800003,103.124817,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,103.039436,89600
2011-05-25,120.160004,121.500000,120.160004,121.099998,103.380928,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,103.790688,60400
2011-05-27,121.980003,122.400002,121.860001,122.120003,104.251678,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,105.293137,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,102.954071,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,102.834557,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,101.844299,148400
2011-06-06,119.059998,119.180000,117.940002,118.040001,100.768654,113200
2011-06-07,118.519997,118.940002,117.860001,117.879997,100.632072,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,100.222290,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,100.990616,43300
2011-06-10,117.839996,117.860001,116.400002,116.639999,99.573502,106700
2011-06-13,116.900002,117.220001,116.180000,116.720001,99.641792,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,100.922333,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,99.163734,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,99.351540,66000
